MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Rainfall,RainToday,RainTomorrow
3.3,12.5,30,6,19,90,64,1026,1021.1,6,8,7.1,11.9,0,0,0
3.8,10.3,17,9,0,99,98,1015.4,1014.8,7,7,8.8,10.2,1.2,1,1
7.2,11.9,35,13,20,99,60,1013.4,1014.6,8,8,8.7,11.2,27.2,1,1
2.2,11.5,46,24,22,94,71,1014.2,1012.2,8,2,7.2,10.9,4.2,1,1
2,10.9,20,13,13,87,73,1019.9,1020.6,8,8,5.2,10.2,1.4,1,1
5,12.6,52,9,9,100,67,1025.6,1023.7,8,8,7.6,12.1,1.4,1,0
1.3,14,44,2,9,99,64,1026.2,1023.3,8,1,5.1,13.3,0,0,0
0.8,11,13,4,9,100,74,1024.3,1019.8,8,8,4.9,10.8,0,0,0
3.8,15.1,31,9,19,99,58,1016.4,1011.6,7,8,7.3,14.3,0,0,1
1.8,9,28,6,9,86,86,1003.9,1005,8,8,7.7,7.3,0,0,1
1.7,12.3,33,15,15,90,78,1019.2,1020.1,4,8,7.5,11,5.4,1,0
4.2,12.8,13,6,7,93,75,1027.2,1026.6,8,8,8.6,12.5,0,0,0
1.7,15.9,30,6,19,100,55,1028.5,1023.8,8,7,5.5,14.6,0.2,0,0
5.5,14.2,43,17,19,82,64,1018.3,1015.8,8,5,9.8,13.4,0,0,0
2,16.4,37,7,11,81,59,1024.2,1020.1,8,8,9.6,16,0,0,1
7.9,20.7,24,2,11,92,52,1017.8,1016,3,1,12.9,19.9,1.4,1,0
8.9,17.7,15,2,9,89,59,1020.3,1018.6,7,8,11.3,16.9,0.8,0,0
7.5,13.5,35,13,19,76,78,1018.6,1015.7,8,8,11.9,12.2,0,0,1
8.8,11.7,35,9,11,87,91,1020.7,1022.3,8,7,10.1,9.7,15.2,1,1
5.8,15,19,7,9,65,60,1025.5,1022.2,8,8,11.7,14.8,15.2,1,1
9.8,15.8,44,11,31,94,73,1020.7,1017.9,8,8,10.7,12.3,10.6,1,0
4.2,16.2,24,0,15,99,55,1023.4,1021.5,8,2,7.7,16.1,0,0,0
3.2,17.6,22,6,11,99,59,1024.3,1020.7,8,6,7.2,17.5,0,0,0
5.2,16.4,33,6,22,90,58,1022.8,1018.7,8,3,8.7,16,0,0,1
8.2,13.6,50,15,28,76,53,1019.6,1018,8,2,9.9,12.7,1.6,1,0
6.1,14.9,43,11,20,94,63,1020.8,1018.6,7,3,7.9,14.1,1,0,0
13.3,18,54,28,28,73,49,1013.9,1015.3,7,1,14.8,17.2,0,0,0
6.4,20.9,35,0,17,82,50,1019,1014.9,8,3,12.6,20.5,0,0,0
10.2,23.1,17,7,11,66,53,1035.2,1032.2,7,7,14.8,20.6,0,0,0
15.4,22.1,37,7,11,85,76,1022.2,1019.2,8,8,16.9,20,0.4,0,1
13.1,29.6,22,2,15,79,52,1021.2,1019.2,8,7,18.2,25.8,0,0,0
16,29,33,6,20,82,46,1023,1022.8,8,8,19.1,25.3,0,0,0
16.6,24.7,43,7,26,80,66,1012.3,1011,8,8,20.8,22.2,1.6,1,0
14.1,24.6,33,13,9,59,41,1020.8,1018.5,8,8,16.9,22.5,0.2,0,0
17.4,25.9,48,19,22,55,41,1014.7,1014.2,1,1,19.9,24.9,0,0,0
17.1,21.7,28,15,19,90,77,1017.3,1015.1,7,8,18.2,19.2,5.4,1,1
15,27.3,57,13,19,90,50,1014,1006.6,8,8,17.7,26,15.2,1,1
15.9,27.1,44,11,24,82,43,1010.9,1009.7,8,6,19.2,25.1,22.8,1,0
16.6,21.6,39,19,17,76,83,1008.8,1006,8,8,19.2,20.6,6.6,1,1
15.2,25.1,39,6,17,90,59,1008.7,1006.9,7,4,18.2,24.4,4.2,1,1
12.1,23.4,37,19,20,64,43,1013.9,1013.3,3,1,15.6,22.2,1.8,1,0
17.8,28.3,31,6,20,64,46,1017.5,1015.7,5,8,21.8,26.6,0,0,1
17.9,28.2,50,7,22,78,49,1016.7,1012,8,8,20.7,26.3,10.6,1,1
12.3,31,35,9,7,67,25,1018.4,1013.2,4,4,18.8,29.6,0,0,0
17.8,34.3,56,6,24,46,28,1009.4,1006.7,1,7,27.3,32.9,0,0,0
17.7,30.1,43,15,26,45,28,1007,1006.6,6,5,24.1,27.3,0,0,0
14.4,34.1,26,7,9,50,18,1021,1016.9,8,7,23.5,33.3,0,0,0
21.6,33.6,31,7,13,55,35,1016.3,1013.5,8,7,23.3,30.5,0,0,0
21.1,30.7,52,11,24,81,58,1014.5,1011.4,8,7,21.4,26.7,0.8,0,1
15.6,33.2,24,6,11,47,19,1013.4,1012.4,8,6,20.5,30.8,0,0,0
20.8,40,35,6,11,50,17,1013.5,1008.7,8,1,26.7,38.8,0,0,0
18.8,23.1,52,20,24,89,71,1004.4,1005.1,8,7,19.2,19.8,3.2,1,1
17.3,36.6,26,7,13,53,17,1016.3,1012.6,6,3,23.2,35.1,0,0,0
20.4,37.6,54,0,7,46,17,1013.4,1009.2,7,3,26.1,36.7,0,0,0
20.9,33.6,50,9,17,54,30,1011.1,1008.4,8,8,24.8,31.7,0.4,0,1
18.4,23.1,48,11,39,62,67,1014,1014.8,8,8,21.8,19.5,2.2,1,1
17.3,23.7,39,9,17,74,65,1017.9,1016.5,8,8,19.2,21.6,15.6,1,1
15.5,22.9,31,6,9,92,63,1016.3,1013.9,8,8,17.2,22.2,6.8,1,0
17,28.1,39,9,11,76,52,1014.6,1012.6,8,8,20.3,25.7,0.2,0,0
26.8,30.2,50,9,24,50,39,1010.5,1015.5,8,8,27.2,21.4,0,0,0
23.4,33.9,39,13,7,23,24,1010.1,1009.3,8,8,30.2,31.5,0,0,0
20.4,38,56,9,35,62,22,1009,1007.2,8,8,24.8,33.4,0,0,0
22.8,28.1,39,9,2,67,89,1008.8,1007.4,7,8,24.2,21.7,0,0,1
18.5,25.7,37,9,17,96,65,1014.9,1010.5,8,8,18.9,23.2,19.4,1,1
17.7,31.7,35,0,13,83,47,1008.1,1002.8,7,1,20.8,30.4,4.2,1,0
17.1,24.2,48,7,24,77,72,1000.7,1003.4,7,7,20.7,16.1,0,0,0
13.8,24.2,48,17,26,79,48,1003.9,1002.2,8,6,16.9,22.5,7,1,1
13,26.1,28,17,13,88,47,1004.2,1003.2,8,2,14.7,24.2,28.6,1,0
19.8,25.8,31,6,13,67,74,1002.8,1004.4,7,8,22.4,22.6,0,0,0
22.5,40.9,54,7,30,43,15,1012.2,1008.1,4,1,28.3,40.1,0,0,0
22.4,36.4,43,7,15,38,36,1009.6,1009.1,8,7,28.3,32.3,0,0,0
16.7,35,50,9,7,37,24,1019.4,1016.2,7,8,25.3,33.2,0,0,0
20.5,37.1,46,6,11,54,29,1019.8,1017.2,8,8,25.7,34.1,0,0,0
18.7,38.3,39,9,20,49,24,1018.9,1015.4,1,2,25.7,35.2,0,0,0
24.6,36.8,41,4,9,54,27,1018.9,1015,8,5,26.1,35.5,0,0,0
20,32.3,46,9,20,70,43,1017.5,1015.1,2,8,24.5,30.6,0.6,0,1
20,34,28,7,7,80,45,1019,1016.9,8,4,23.1,32.5,6.6,1,0
12.7,24.2,31,20,17,50,29,1018.2,1016.5,6,1,15.3,23,0,0,0
14.2,25.1,20,0,13,69,47,1020.3,1017.8,5,6,17.8,24.3,0,0,0
15.5,28.4,35,0,22,85,39,1018.7,1015.9,2,1,16.6,26.9,0.2,0,0
11.4,19.7,17,0,9,66,64,1023,1021.8,5,4,13.7,16.7,0,0,0
10.6,25.7,28,9,11,72,36,1021.8,1017.9,1,2,16.5,24.8,3.8,1,0
12.8,23.6,31,7,13,97,46,1022.6,1019.9,8,3,16.5,23,3.6,1,0
11.7,28.5,28,0,13,70,32,1022.9,1018.9,8,2,15.7,27.4,0,0,0
12.1,26.9,59,2,7,68,92,1019.2,1017.5,1,8,17.3,17.6,0,0,1
16.8,23.4,30,2,19,100,64,1018.1,1015.1,8,8,17.9,22.5,8.6,1,1
13.2,20,63,30,28,74,46,1012.1,1013,3,4,16.7,17.7,4,1,0
3.8,16.9,26,7,15,88,44,1017.8,1014.4,5,8,9.7,16.1,0,0,0
10.5,20.3,19,7,9,73,45,1021.5,1017.6,8,1,12.7,19.6,0,0,0
13.9,18.2,41,13,26,100,98,1014.6,1008.6,7,8,14.7,16.1,13.2,1,1
14.7,18.3,54,17,4,90,73,1003.4,1000.7,8,1,17.9,17.6,46,1,1
13.4,17.3,54,22,22,85,69,1005.2,1008.4,8,8,14.8,16.9,13.4,1,1
9.3,15.8,43,13,24,82,63,1017.6,1015.4,7,8,11,14.5,2.2,1,1
10.8,17.2,44,17,19,96,86,1016.3,1017,8,8,14.4,15.8,2,1,0
8.7,20.3,48,0,11,91,64,1025.5,1021.6,6,8,12.6,19.4,0,0,0
6.3,20.4,26,0,13,100,47,1021.5,1017.4,8,1,10,19.2,0,0,1
8,17.3,24,4,11,80,57,1020.6,1018,4,8,12.6,16.3,0,0,0
8.3,17.3,39,0,17,82,63,1019.7,1016.5,8,8,12.1,16.4,0,0,0
10.4,15.8,59,28,26,75,55,1018.6,1018.5,8,8,13.5,14.9,3,1,0
8.2,16.2,33,9,20,90,57,1021.5,1018.9,5,1,10.4,15.5,0,0,0
2.5,14.8,19,0,11,99,72,1019.5,1014.8,8,5,7,13.7,0,0,1
6.9,14.1,31,7,15,100,84,1005,1002.3,8,8,10.5,13,15.2,1,1
0.5,14.1,24,6,9,99,54,1020,1019.8,8,5,5.2,14,0.2,0,0
4.7,13.6,28,7,0,73,76,1025,1021.8,8,8,10.4,11.8,0,0,1
9.8,14.9,30,13,15,95,92,1015.2,1008.3,8,8,11.6,13.5,11.6,1,1
10.8,14.6,35,6,9,97,89,1006.9,1002.4,8,8,12.9,14.2,11.6,1,1
7.2,12.3,31,11,17,99,80,1004.9,1004,8,8,9,11.6,1.2,1,1
9,12.6,37,17,15,92,81,1004.3,1004.9,8,8,9.8,11.6,3.6,1,1
9.8,14.6,35,9,17,88,76,1013.1,1010.1,8,8,11.4,14,1.8,1,1
11.4,15.7,48,17,13,80,78,1005.5,1006.7,8,8,14.2,13.5,7.2,1,1
10.5,13.8,28,15,19,89,64,1020,1020.3,8,6,10.9,12.5,3,1,1
4.1,15.9,24,13,9,97,83,1014.7,1013.5,8,8,12.9,14.8,7.6,1,0
9,17.6,15,0,7,100,71,1018,1017.1,7,8,10.2,16.2,0.2,0,0
10,16.6,35,7,22,90,83,1000.1,998.4,8,8,11.9,13.9,14.4,1,1
8.8,11.6,41,9,24,89,84,1004.9,1003.4,7,8,10.4,10.4,1.4,1,1
9.1,13.7,43,24,20,89,68,1005.9,1008.4,8,7,10.6,12.5,12.6,1,0
9,13.2,63,13,17,85,73,1010.3,1005.4,7,8,10.4,12.5,0.2,0,1
6.6,8.2,48,28,26,87,85,1004.8,1007.6,8,6,7,7.5,4,1,1
2.1,10.6,28,0,20,100,68,1019.5,1018.7,8,8,2.5,9.9,0.2,0,0
2.5,11.8,17,7,6,100,80,1026.9,1026.6,8,8,6.2,10.9,0.2,0,0
6.2,13.5,15,9,9,99,75,1029.8,1026.4,8,8,9.5,13.1,0.8,0,0
3,11.2,59,15,13,90,82,1019.3,1013.2,8,8,8.5,9.6,0,0,1
5.2,11.4,26,9,7,96,76,1019,1021.4,8,8,7.3,11.1,11.4,1,0
7.2,12.5,17,0,11,88,86,1027.7,1026.4,8,8,9.3,11.6,0.4,0,0
7.9,12.7,20,6,13,100,82,1027.5,1024.7,8,7,9.7,12.6,0.2,0,0
8.2,11.7,19,0,13,97,70,1021.1,1016,8,8,9,11.6,0.2,0,0
6.7,10.6,19,0,7,92,99,1011.2,1008.6,8,8,7.8,8.9,1,0,1
6.5,11.8,17,2,2,96,94,1022.7,1020.8,8,8,9.2,11.5,0.2,0,1
7,15.8,13,0,9,100,76,1025.5,1023.1,8,8,9,13.9,2,1,0
6.2,14,28,0,15,100,74,1023.8,1018.9,3,6,9.1,13.4,0,0,1
9.1,16.2,44,22,19,82,52,1009.3,1007.9,8,1,12.8,15.7,16.6,1,0
3.6,9.5,54,24,19,87,66,1019.3,1023.1,8,8,4.3,8.9,9.6,1,0
-0.3,10.8,26,0,13,99,72,1032.6,1030.1,8,6,4.4,9.6,0.2,0,0
4.4,12.8,20,4,6,90,66,1032.9,1030.6,6,7,8.4,12.2,0,0,0
7.3,15.2,17,7,7,100,88,1023.3,1021.8,8,8,10.9,14,5,1,0
8.5,17.3,13,6,7,100,70,1020.9,1019.5,7,1,10.7,16.7,0,0,0
6.2,16.8,15,11,7,100,96,1020.1,1015.6,8,8,10,13.8,0.4,0,1
9.9,18.2,56,31,22,92,99,1003.6,999.5,8,8,16.8,12.7,6.8,1,1
7.1,10.8,63,24,28,82,67,1005.2,1009.8,8,8,8.5,8.4,24.2,1,0
4.7,11.5,56,15,19,89,87,1013.5,1012.2,8,8,7.7,10.4,12,1,1
4.5,11.3,39,15,20,85,72,1017.4,1014.4,6,8,6.9,9.7,4,1,1
6.9,12.6,39,17,24,90,82,1013.7,1017.3,5,6,9.5,11.5,10.6,1,0
5.9,10.8,22,9,11,85,79,1027.6,1026.1,7,8,8.1,10.5,0,0,0
7.7,12.2,28,11,15,94,73,1025.8,1022.9,8,8,9.1,11,0.8,0,0
8.3,12.1,20,9,9,96,74,1024.4,1021.5,8,8,9.7,11.9,0.2,0,1
8,14.3,22,7,9,93,76,1019.4,1017.4,8,8,9.7,13.7,2.2,1,1
9.6,11.8,33,0,22,100,92,1017,1012.3,8,6,10.6,11.5,3.8,1,1
0.7,15.6,13,0,7,88,43,1027.9,1024.8,7,1,5.5,14.3,0.2,0,0
1.4,15.1,13,4,7,89,65,1026.7,1023.5,2,5,6,14.4,0,0,0
1.8,17.2,43,6,24,87,60,1022,1015.9,1,4,7.8,16.3,0,0,1
7.4,15,39,11,15,79,56,1015.7,1013.9,7,8,11.2,14.1,2.6,1,0
0.7,11.6,19,0,13,100,58,1025.6,1021.8,1,8,4.7,11,0,0,0
4.7,15.4,22,6,19,87,60,1024.2,1022.5,1,6,9.7,13.8,0.6,0,0
2.2,16.8,19,0,11,100,56,1033,1030.1,8,1,6.5,15.7,0,0,0
6,18,22,0,15,92,65,1024.8,1022.6,1,7,10.6,17.3,0,0,0
9.3,16.4,52,30,24,58,80,1012.9,1009.7,8,7,15,13.2,0,0,1
5.3,12,43,15,20,86,66,1016.1,1015.2,8,7,7.1,11.7,11,1,0
5.4,15.4,33,11,17,83,56,1020.1,1016.5,8,2,9.3,14.2,1,0,0
8.4,13.9,31,11,19,91,79,1016.8,1013.9,5,8,9.5,10.6,0.2,0,1
3.3,14.1,41,7,26,97,52,1013.2,1012.7,6,1,7.7,12.5,0.2,0,0
0.2,13.6,30,7,19,100,50,1022.9,1020.5,8,1,4,13,0,0,0
2.1,16.9,24,4,13,89,57,1024.8,1021.5,7,8,8.5,16.2,0,0,0
3.4,18.2,26,0,9,85,51,1027.6,1024.2,6,3,10,16.5,0,0,0
7.8,15.3,37,7,9,81,72,1024.7,1020,3,8,10.6,15.2,0,0,1
10.6,18.4,43,15,20,100,66,1015.9,1015.4,7,6,13.9,16.7,22,1,0
8.5,16.7,17,0,11,96,65,1020,1016.1,8,7,12.3,15.8,0.4,0,0
9.6,16.6,48,15,31,90,60,1003.4,1008.8,6,1,11.4,15.1,33.6,1,0
7.7,15.1,26,20,13,82,66,1023.7,1025.4,8,7,10.8,14,0.6,0,0
4.4,15.9,24,4,13,93,63,1031.3,1029.1,8,7,10.4,14.7,0,0,0
4.4,18.1,15,7,7,100,68,1030.7,1028.1,8,2,9.2,17.1,0,0,0
8.1,20.3,33,7,17,94,63,1027.2,1021.3,8,8,12.6,20.1,0,0,1
12.6,17.8,50,20,20,86,91,1014.8,1009.8,8,8,15.1,15.7,4,1,1
11.2,17.7,43,24,26,91,67,1012.4,1013.7,8,8,12.2,16.5,17,1,0
6.9,19.7,31,9,19,79,55,1020.6,1016.1,8,1,12.6,19,0,0,1
12.4,16.2,46,30,22,84,56,1009.5,1008.8,7,8,14.1,15.4,8.6,1,1
8.3,13.6,39,17,22,88,72,1008.5,1011,8,7,10,12.8,10.8,1,0
9.4,16.1,31,2,17,87,56,1018.7,1018.1,8,8,11.7,15.6,0.4,0,0
7.1,13.8,24,6,13,98,94,1010.7,1005.9,7,8,10.7,12.9,1.2,1,1
9.8,16.2,31,11,9,96,72,1009.3,1005.3,8,8,11.3,15.8,12.8,1,0
8.3,20.5,31,7,17,83,45,1012.3,1008.2,6,4,14.1,20.2,0,0,1
4.8,15.9,33,7,17,73,52,1014.8,1011.9,6,7,10.6,15.2,0,0,1
7.1,15.2,37,17,22,79,57,1012.9,1012.4,8,5,9.7,13.8,2.8,1,1
11.1,14.8,56,9,24,89,59,993.7,993.1,8,8,11.8,13.9,20.6,1,1
8.4,13.7,48,2,31,98,84,992.9,995.7,8,8,9.8,11.9,16.2,1,1
9.2,14.9,46,17,20,98,78,1006.2,1007.7,8,8,11,13.5,9,1,0
10.8,15.1,59,24,35,76,59,1000.3,1000.5,1,3,11.8,13.9,12.4,1,1
8.3,15,67,20,33,90,86,1006.9,1002.4,8,8,9.2,12.9,8.6,1,1
3.5,15.7,39,6,22,78,64,1018.3,1017.6,2,6,8.6,14.2,7.8,1,0
5.3,16.7,43,6,26,75,59,1017.9,1016.5,5,8,11.6,14.9,0.2,0,0
9.7,17.6,39,19,22,85,49,1008.7,1009.9,8,3,10.8,17,9.6,1,0
10.1,16.4,46,13,22,82,76,1012.8,1011.6,8,8,11.3,14.7,0.8,0,1
12.7,24.6,37,15,13,52,42,1013,1011,1,4,18.6,23.3,0,0,0
14.7,24.3,69,28,20,64,68,1005.9,1003.5,1,8,21.9,20.6,0,0,0
7.1,18.6,33,7,17,63,43,1014.3,1011.6,7,5,11.7,17.1,0,0,0
9.6,18.4,61,30,31,57,40,1010.4,1011.6,8,5,12.1,16.2,0,0,0
7.9,20.9,39,20,17,66,43,1012.4,1010.9,2,1,12.8,19.8,0,0,0
11.6,24.9,37,6,22,64,43,1006.9,1008,2,3,18.1,24.2,0,0,0
14.1,27.1,54,0,26,87,38,1001.3,998.1,8,1,17.4,26.6,8,1,1
11.7,16,56,19,22,87,88,999.4,997.5,8,6,13,12.3,1.8,1,1
14.3,21.6,50,9,28,98,44,1011.8,1010.3,8,7,14.5,20.2,19.2,1,0
16,22.7,22,7,11,93,66,1010.7,1007.8,5,8,17.3,21.6,5.2,1,0
17.5,34,48,20,11,49,69,1013.6,1011.7,7,4,27.8,23.5,0,0,1
19.1,36,24,6,13,67,35,1010.6,1007,1,1,23.2,32.2,0,0,0
19.8,31,20,6,9,77,52,1012,1009.3,6,8,23.5,29.8,10.6,1,0
16.7,32,44,6,7,64,48,1003.2,1000,3,5,21.9,28.2,0,0,1
18.6,28.1,54,13,26,100,61,996.6,995.9,8,8,19.3,25.7,18,1,1
23.5,32.1,35,17,20,59,24,1009.5,1009.6,3,1,26,29.5,0,0,0
20.9,23.8,15,0,4,94,88,1011.9,1013.3,8,4,21.9,23.4,3.4,1,1
14.7,30.9,31,13,13,55,30,1020.8,1018.5,7,2,21,28.3,0,0,0
18.9,31.2,39,0,24,62,36,1017.1,1013.9,1,3,20.6,29.4,0,0,0
15.4,33.9,41,4,20,65,25,1019,1015.8,2,1,20.6,33,0,0,0
17.6,24.4,26,2,15,82,69,1014.9,1013.5,8,8,18.8,21.7,0,0,0
9.1,24.2,31,9,13,73,52,1023.9,1018,8,5,15.7,22.5,0,0,1
14.1,19.9,56,17,26,69,62,1009.3,1008.1,8,8,18.5,14.6,1.8,1,1
7.8,17.4,39,19,11,89,72,1010.4,1011.7,4,1,11.1,16.6,10.8,1,0
14.5,17.6,17,9,11,95,89,1025.6,1024.7,8,8,15,16.5,1,0,1
14.8,19.7,19,4,13,100,77,1026.2,1023.2,8,8,15.6,19,17.2,1,0
11,23.3,17,2,9,81,59,1022.3,1016.9,1,2,15.8,22.8,0,0,1
15.4,20.4,35,9,17,100,76,1009.5,1006.5,8,2,16.3,20.1,9.6,1,1
10,15.7,43,24,28,85,59,1006.9,1008.4,8,6,10.4,14.7,31.2,1,0
6.3,19.8,24,6,9,100,64,1023.2,1020.7,8,8,10,19,0,0,0
6.8,19.9,17,6,4,99,61,1023.6,1020.1,7,6,10.8,18.4,0,0,0
4.6,19.4,28,6,9,83,55,1024.6,1020.8,1,1,10,19,0,0,0
7.7,18.2,20,6,9,82,59,1022.5,1019.7,7,1,10.9,18.2,0,0,0
4.4,17.6,15,0,7,91,63,1022.8,1020.3,1,1,9.7,16.6,0,0,0
9.8,15.3,31,9,13,70,100,1021.8,1018.8,8,8,14.8,13.7,0,0,1
6.8,18.4,13,0,7,100,66,1022.7,1021.1,8,7,10.4,17.7,0.2,0,0
4.4,19.6,24,0,11,100,71,1021.2,1016.6,1,8,9.9,18,0,0,1
4.2,14,20,0,11,100,76,1023.6,1022,7,8,8.8,13.5,0.2,0,0
9,14.3,44,11,20,93,80,1010.8,1010.3,8,8,11.1,11.3,7,1,1
2.8,12.4,31,7,15,91,63,1021.5,1021.6,4,1,6.2,12.2,7.4,1,0
6,9.4,24,7,7,96,100,1024.4,1022,8,7,6.7,9.3,0.4,0,1
1.2,12.5,20,4,15,100,71,1027.3,1024.4,8,7,3.6,11.6,0.2,0,1
0.8,13.4,17,6,0,100,66,1029.4,1025.9,8,1,3.6,13.3,0,0,0
1.1,11.9,44,9,2,100,81,1022.3,1017.7,8,1,2.7,10.2,0,0,0
1.1,14.1,28,4,15,100,49,1018.8,1017.2,7,6,3.9,13.1,0.2,0,0
3.9,10.9,28,6,0,88,82,1020.5,1018.8,7,8,6.4,8.8,0,0,1
